il,bolge,yil,urun,ekilen_alan_dekar,hasat_alan_dekar,uretim_ton,verim_kg_dekar,ort_sicaklik_C,toplam_yagis_mm,yagisli_gun,bagil_nem_pct,rakım_kategori,kuraklik_indeksi,yagis_sapma_zscore,sicaklik_genlik,verim_degisim_pct,verim_sinifi,verim_sinifi_label,hasat_orani
Artvin,Karadeniz,2017,Buğday,66009,60380,13223.4,219.0,13.1,566.6,77,67.4,mid,40.18,-1.1,18,11.17,1,Yüksek,0.915
Artvin,Karadeniz,2018,Buğday,102349,93601,19790.6,211.4,13.4,650.7,76,66.1,mid,45.19,-0.29,18,-3.47,0,Düşük,0.915
Artvin,Karadeniz,2019,Buğday,191005,185200,37711.5,203.6,12.3,794.6,95,72.5,mid,59.74,1.09,18,-3.69,0,Düşük,0.97
Artvin,Karadeniz,2020,Buğday,113585,97343,21802.3,224.0,12.5,755.9,80,71.9,mid,55.99,0.71,18,10.02,1,Yüksek,0.857
Artvin,Karadeniz,2021,Buğday,45148,44374,8362.3,188.5,11.7,713.4,91,70.5,mid,56.17,0.31,18,-15.85,0,Düşük,0.983
Artvin,Karadeniz,2022,Buğday,51996,44591,9055.8,203.1,12.5,514.5,59,67.4,mid,38.11,-1.6,18,7.75,0,Düşük,0.858
Artvin,Karadeniz,2023,Buğday,52046,48728,10680.4,219.2,12.3,626.9,61,70.6,mid,47.14,-0.52,18,7.93,1,Yüksek,0.936
Artvin,Karadeniz,2024,Buğday,128183,111909,25123.7,224.5,12.7,603.4,64,66.9,mid,44.04,-0.74,18,2.42,1,Yüksek,0.873
Artvin,Karadeniz,2012,Mısır,164463,149045,76802.9,515.3,11.0,831.2,114,73.3,mid,69.27,1.44,18,0.0,0,Düşük,0.906
Artvin,Karadeniz,2013,Mısır,158263,140730,86199.5,612.5,12.3,639.8,92,67.9,mid,48.11,-0.4,18,18.86,0,Düşük,0.889
Artvin,Karadeniz,2014,Mısır,110789,95537,61118.4,639.7,12.4,586.4,80,67.7,mid,43.76,-0.91,18,4.44,0,Düşük,0.862
Artvin,Karadeniz,2015,Mısır,197995,169027,92530.8,547.4,12.9,868.7,102,76.7,mid,62.5,1.79,18,-14.43,0,Düşük,0.854
Artvin,Karadeniz,2016,Mısır,118843,111035,60668.5,546.4,13.3,703.7,81,68.8,mid,49.21,0.22,18,-0.18,0,Düşük,0.934
Artvin,Karadeniz,2017,Mısır,18733,18046,10459.9,579.6,13.1,566.6,77,67.4,mid,40.18,-1.1,18,6.08,0,Düşük,0.963
Artvin,Karadeniz,2018,Mısır,42081,37248,22656.7,608.3,13.4,650.7,76,66.1,mid,45.19,-0.29,18,4.95,0,Düşük,0.885
Artvin,Karadeniz,2019,Mısır,37596,32977,18482.8,560.5,12.3,794.6,95,72.5,mid,59.74,1.09,18,-7.86,0,Düşük,0.877
Artvin,Karadeniz,2020,Mısır,7994,7253,4868.0,671.2,12.5,755.9,80,71.9,mid,55.99,0.71,18,19.75,0,Düşük,0.907
Artvin,Karadeniz,2021,Mısır,103941,88484,50939.7,575.7,11.7,713.4,91,70.5,mid,56.17,0.31,18,-14.23,0,Düşük,0.851
Artvin,Karadeniz,2022,Mısır,140024,120183,71538.9,595.2,12.5,514.5,59,67.4,mid,38.11,-1.6,18,3.39,0,Düşük,0.858
Artvin,Karadeniz,2023,Mısır,105153,90256,55609.9,616.1,12.3,626.9,61,70.6,mid,47.14,-0.52,18,3.51,0,Düşük,0.858
Artvin,Karadeniz,2024,Mısır,81054,79927,51995.1,650.5,12.7,603.4,64,66.9,mid,44.04,-0.74,18,5.58,0,Düşük,0.986
Aydın,Ege,2012,Arpa,95768,90934,21811.5,239.9,15.3,622.1,97,65.3,low,38.17,-0.41,22,0.0,1,Yüksek,0.95
Aydın,Ege,2013,Arpa,130074,119903,24807.3,206.9,17.6,808.8,97,62.5,low,43.48,1.6,22,-13.76,0,Düşük,0.922
Aydın,Ege,2014,Arpa,157155,151788,29980.2,197.5,15.9,838.8,106,64.2,low,49.63,1.93,22,-4.54,0,Düşük,0.966
Aydın,Ege,2015,Arpa,172260,147157,32775.2,222.7,16.6,572.5,63,58.7,low,32.53,-0.95,22,12.76,1,Yüksek,0.854
Aydın,Ege,2016,Arpa,83471,79935,16828.0,210.5,18.4,565.4,72,66.3,low,29.14,-1.03,22,-5.48,0,Düşük,0.958
Aydın,Ege,2017,Arpa,66388,65237,14266.1,218.7,16.8,647.7,64,57.1,low,36.39,-0.14,22,3.9,1,Yüksek,0.983
Aydın,Ege,2018,Arpa,58117,51565,10991.7,213.2,17.4,658.0,75,61.5,low,35.76,-0.03,22,-2.51,1,Yüksek,0.887
Aydın,Ege,2019,Arpa,30235,28589,6877.1,240.5,18.7,603.3,66,63.8,low,30.62,-0.62,22,12.8,1,Yüksek,0.946
Aydın,Ege,2020,Arpa,94081,90282,17031.7,188.7,17.0,801.8,108,63.7,low,44.54,1.53,22,-21.54,0,Düşük,0.96
Aydın,Ege,2021,Arpa,118550,116418,26443.9,227.1,18.0,633.0,80,61.5,low,33.32,-0.3,22,20.35,1,Yüksek,0.982
Aydın,Ege,2022,Arpa,194344,172768,36740.3,212.7,18.2,660.8,91,63.4,low,34.42,0.0,22,-6.34,1,Yüksek,0.889
Aydın,Ege,2023,Arpa,10355,8805,2048.0,232.6,17.6,555.4,66,64.9,low,29.86,-1.14,22,9.36,1,Yüksek,0.85
Aydın,Ege,2024,Arpa,95887,90251,21227.8,235.2,18.4,618.3,90,64.5,low,31.87,-0.46,22,1.12,1,Yüksek,0.941
Aydın,Ege,2012,Ayçiçeği,155667,133144,23732.1,178.2,15.3,622.1,97,65.3,low,38.17,-0.41,22,0.0,1,Yüksek,0.855
Aydın,Ege,2013,Ayçiçeği,77805,71825,10729.2,149.4,17.6,808.8,97,62.5,low,43.48,1.6,22,-16.16,1,Yüksek,0.923
Aydın,Ege,2014,Ayçiçeği,53456,45882,7536.3,164.3,15.9,838.8,106,64.2,low,49.63,1.93,22,9.97,1,Yüksek,0.858
Aydın,Ege,2015,Ayçiçeği,56151,54172,9701.1,179.1,16.6,572.5,63,58.7,low,32.53,-0.95,22,9.01,1,Yüksek,0.965
Aydın,Ege,2016,Ayçiçeği,151110,130317,23148.2,177.6,18.4,565.4,72,66.3,low,29.14,-1.03,22,-0.84,1,Yüksek,0.862
Aydın,Ege,2017,Ayçiçeği,148521,142763,23522.2,164.8,16.8,647.7,64,57.1,low,36.39,-0.14,22,-7.21,1,Yüksek,0.961
Aydın,Ege,2018,Ayçiçeği,151664,133570,21242.7,159.0,17.4,658.0,75,61.5,low,35.76,-0.03,22,-3.52,1,Yüksek,0.881
Aydın,Ege,2019,Ayçiçeği,51101,47465,7379.1,155.5,18.7,603.3,66,63.8,low,30.62,-0.62,22,-2.2,1,Yüksek,0.929
Aydın,Ege,2020,Ayçiçeği,194233,177796,30286.0,170.3,17.0,801.8,108,63.7,low,44.54,1.53,22,9.52,1,Yüksek,0.915
Aydın,Ege,2021,Ayçiçeği,37441,32046,4889.7,152.6,18.0,633.0,80,61.5,low,33.32,-0.3,22,-10.39,1,Yüksek,0.856
Aydın,Ege,2022,Ayçiçeği,83356,76400,11813.5,154.6,18.2,660.8,91,63.4,low,34.42,0.0,22,1.31,1,Yüksek,0.917
Aydın,Ege,2023,Ayçiçeği,31654,30095,5241.0,174.1,17.6,555.4,66,64.9,low,29.86,-1.14,22,12.61,1,Yüksek,0.951
Aydın,Ege,2024,Ayçiçeği,52591,48149,8605.0,178.7,18.4,618.3,90,64.5,low,31.87,-0.46,22,2.64,1,Yüksek,0.916
Aydın,Ege,2012,Buğday,155023,132625,28647.4,216.0,15.3,622.1,97,65.3,low,38.17,-0.41,22,0.0,0,Düşük,0.856
Aydın,Ege,2013,Buğday,18893,16452,3327.0,202.2,17.6,808.8,97,62.5,low,43.48,1.6,22,-6.39,0,Düşük,0.871
Aydın,Ege,2014,Buğday,191292,188863,43446.9,230.0,15.9,838.8,106,64.2,low,49.63,1.93,22,13.75,1,Yüksek,0.987
Aydın,Ege,2015,Buğday,104441,95747,23345.8,243.8,16.6,572.5,63,58.7,low,32.53,-0.95,22,6.0,1,Yüksek,0.917
Aydın,Ege,2016,Buğday,125356,106652,26254.6,246.2,18.4,565.4,72,66.3,low,29.14,-1.03,22,0.98,1,Yüksek,0.851
Aydın,Ege,2017,Buğday,160394,150528,33683.1,223.8,16.8,647.7,64,57.1,low,36.39,-0.14,22,-9.1,1,Yüksek,0.938
Aydın,Ege,2018,Buğday,73487,65473,13764.1,210.2,17.4,658.0,75,61.5,low,35.76,-0.03,22,-6.08,0,Düşük,0.891
Aydın,Ege,2019,Buğday,94571,88657,19801.3,223.3,18.7,603.3,66,63.8,low,30.62,-0.62,22,6.23,1,Yüksek,0.937
Aydın,Ege,2020,Buğday,117056,99499,20169.2,202.7,17.0,801.8,108,63.7,low,44.54,1.53,22,-9.23,0,Düşük,0.85
Aydın,Ege,2021,Buğday,141643,136041,32547.8,239.2,18.0,633.0,80,61.5,low,33.32,-0.3,22,18.01,1,Yüksek,0.96
Aydın,Ege,2022,Buğday,103538,97666,21061.5,215.6,18.2,660.8,91,63.4,low,34.42,0.0,22,-9.87,0,Düşük,0.943
Aydın,Ege,2023,Buğday,111239,100295,21950.4,218.9,17.6,555.4,66,64.9,low,29.86,-1.14,22,1.53,1,Yüksek,0.902
Aydın,Ege,2024,Buğday,62505,56583,13215.6,233.6,18.4,618.3,90,64.5,low,31.87,-0.46,22,6.72,1,Yüksek,0.905
Aydın,Ege,2012,Mısır,31421,29054,29721.9,1023.0,15.3,622.1,97,65.3,low,38.17,-0.41,22,0.0,1,Yüksek,0.925
Aydın,Ege,2013,Mısır,83518,75378,71690.2,951.1,17.6,808.8,97,62.5,low,43.48,1.6,22,-7.03,1,Yüksek,0.903
Aydın,Ege,2014,Mısır,189482,166377,156433.9,940.2,15.9,838.8,106,64.2,low,49.63,1.93,22,-1.15,1,Yüksek,0.878
Aydın,Ege,2015,Mısır,163015,145395,141360.3,972.3,16.6,572.5,63,58.7,low,32.53,-0.95,22,3.41,1,Yüksek,0.892
Aydın,Ege,2016,Mısır,156203,148081,151957.3,1026.2,18.4,565.4,72,66.3,low,29.14,-1.03,22,5.54,1,Yüksek,0.948
Aydın,Ege,2017,Mısır,85807,74292,66577.3,896.2,16.8,647.7,64,57.1,low,36.39,-0.14,22,-12.67,1,Yüksek,0.866
Aydın,Ege,2018,Mısır,33454,29494,28654.1,971.5,17.4,658.0,75,61.5,low,35.76,-0.03,22,8.4,1,Yüksek,0.882
Aydın,Ege,2019,Mısır,112507,100406,102414.5,1020.0,18.7,603.3,66,63.8,low,30.62,-0.62,22,4.99,1,Yüksek,0.892
Aydın,Ege,2020,Mısır,158808,136380,131703.1,965.7,17.0,801.8,108,63.7,low,44.54,1.53,22,-5.32,1,Yüksek,0.859
Aydın,Ege,2021,Mısır,184767,181990,165269.5,908.1,18.0,633.0,80,61.5,low,33.32,-0.3,22,-5.96,1,Yüksek,0.985
Aydın,Ege,2022,Mısır,59040,52647,52094.8,989.5,18.2,660.8,91,63.4,low,34.42,0.0,22,8.96,1,Yüksek,0.892
Aydın,Ege,2023,Mısır,32364,31234,30086.3,963.3,17.6,555.4,66,64.9,low,29.86,-1.14,22,-2.65,1,Yüksek,0.965
Aydın,Ege,2024,Mısır,63283,57291,54550.4,952.2,18.4,618.3,90,64.5,low,31.87,-0.46,22,-1.15,1,Yüksek,0.905
Ağrı,Doğu Anadolu,2012,Arpa,79693,67955,10713.3,157.7,6.1,646.3,80,55.9,high,91.03,1.26,32,0.0,0,Düşük,0.853
Ağrı,Doğu Anadolu,2013,Arpa,42596,39444,6301.6,159.8,6.0,592.2,86,63.6,high,84.6,0.7,32,1.33,0,Düşük,0.926
Ağrı,Doğu Anadolu,2014,Arpa,68721,67306,12102.2,179.8,5.8,481.4,73,65.3,high,70.79,-0.44,32,12.52,0,Düşük,0.979
Ağrı,Doğu Anadolu,2015,Arpa,178104,155439,24362.9,156.7,5.5,493.9,72,63.3,high,75.98,-0.31,32,-12.85,0,Düşük,0.873
Ağrı,Doğu Anadolu,2016,Arpa,76895,75008,12632.9,168.4,4.3,401.5,40,58.8,high,75.75,-1.27,32,7.47,0,Düşük,0.975
Ağrı,Doğu Anadolu,2017,Arpa,90163,80654,13639.6,169.1,5.5,519.2,51,58.9,high,79.88,-0.05,32,0.42,0,Düşük,0.895
Ağrı,Doğu Anadolu,2018,Arpa,24504,22789,3385.9,148.6,4.7,654.9,84,55.7,high,114.89,1.35,32,-12.12,0,Düşük,0.93
Ağrı,Doğu Anadolu,2019,Arpa,71758,67268,11051.1,164.3,4.4,517.1,62,63.0,high,95.76,-0.07,32,10.57,0,Düşük,0.937
Ağrı,Doğu Anadolu,2020,Arpa,117666,114545,17454.3,152.4,6.1,321.2,51,58.0,high,45.24,-2.1,32,-7.24,0,Düşük,0.973
Ağrı,Doğu Anadolu,2021,Arpa,126657,112416,18875.1,167.9,6.1,661.9,75,62.0,high,93.23,1.43,32,10.17,0,Düşük,0.888
Ağrı,Doğu Anadolu,2022,Arpa,179473,161058,27285.9,169.4,7.0,459.1,52,51.9,high,57.39,-0.67,32,0.89,0,Düşük,0.897
Ağrı,Doğu Anadolu,2023,Arpa,127377,121906,17114.3,140.4,5.9,523.5,74,65.3,high,75.87,-0.01,32,-17.12,0,Düşük,0.957
Ağrı,Doğu Anadolu,2024,Arpa,148194,132707,19715.7,148.6,5.5,540.8,66,62.0,high,83.2,0.17,32,5.84,0,Düşük,0.895
Ağrı,Doğu Anadolu,2012,Ayçiçeği,124414,118411,11452.1,96.7,6.1,646.3,80,55.9,high,91.03,1.26,32,0.0,0,Düşük,0.952
Ağrı,Doğu Anadolu,2013,Ayçiçeği,41992,37511,3577.5,95.4,6.0,592.2,86,63.6,high,84.6,0.7,32,-1.34,0,Düşük,0.893
Ağrı,Doğu Anadolu,2014,Ayçiçeği,25243,21456,2583.5,120.4,5.8,481.4,73,65.3,high,70.79,-0.44,32,26.21,0,Düşük,0.85
Ağrı,Doğu Anadolu,2015,Ayçiçeği,31240,27758,3602.1,129.8,5.5,493.9,72,63.3,high,75.98,-0.31,32,7.81,0,Düşük,0.889
Ağrı,Doğu Anadolu,2016,Ayçiçeği,46936,43228,3758.0,86.9,4.3,401.5,40,58.8,high,75.75,-1.27,32,-33.05,0,Düşük,0.921
Ağrı,Doğu Anadolu,2017,Ayçiçeği,65012,55970,5561.1,99.4,5.5,519.2,51,58.9,high,79.88,-0.05,32,14.38,0,Düşük,0.861
Ağrı,Doğu Anadolu,2018,Ayçiçeği,46716,45877,4246.7,92.6,4.7,654.9,84,55.7,high,114.89,1.35,32,-6.84,0,Düşük,0.982
Ağrı,Doğu Anadolu,2019,Ayçiçeği,195012,179959,18009.8,100.1,4.4,517.1,62,63.0,high,95.76,-0.07,32,8.1,0,Düşük,0.923
Ağrı,Doğu Anadolu,2020,Ayçiçeği,137980,129322,12083.6,93.4,6.1,321.2,51,58.0,high,45.24,-2.1,32,-6.69,0,Düşük,0.937
Ağrı,Doğu Anadolu,2021,Ayçiçeği,57330,53238,5004.9,94.0,6.1,661.9,75,62.0,high,93.23,1.43,32,0.64,0,Düşük,0.929
Ağrı,Doğu Anadolu,2022,Ayçiçeği,160435,142736,14622.4,102.4,7.0,459.1,52,51.9,high,57.39,-0.67,32,8.94,0,Düşük,0.89
Ağrı,Doğu Anadolu,2023,Ayçiçeği,26125,24058,2392.0,99.4,5.9,523.5,74,65.3,high,75.87,-0.01,32,-2.93,0,Düşük,0.921
Ağrı,Doğu Anadolu,2024,Ayçiçeği,179257,154222,16087.7,104.3,5.5,540.8,66,62.0,high,83.2,0.17,32,4.93,0,Düşük,0.86
Ağrı,Doğu Anadolu,2012,Buğday,6223,5372,875.7,163.0,6.1,646.3,80,55.9,high,91.03,1.26,32,0.0,0,Düşük,0.863
Ağrı,Doğu Anadolu,2013,Buğday,141099,132192,18805.4,142.3,6.0,592.2,86,63.6,high,84.6,0.7,32,-12.7,0,Düşük,0.937
Ağrı,Doğu Anadolu,2014,Buğday,133476,121291,20972.0,172.9,5.8,481.4,73,65.3,high,70.79,-0.44,32,21.5,0,Düşük,0.909
Ağrı,Doğu Anadolu,2015,Buğday,172713,153884,30744.0,199.8,5.5,493.9,72,63.3,high,75.98,-0.31,32,15.56,0,Düşük,0.891
Ağrı,Doğu Anadolu,2016,Buğday,36415,31761,6201.6,195.3,4.3,401.5,40,58.8,high,75.75,-1.27,32,-2.25,0,Düşük,0.872
Ağrı,Doğu Anadolu,2017,Buğday,40539,39308,6267.5,159.4,5.5,519.2,51,58.9,high,79.88,-0.05,32,-18.38,0,Düşük,0.97
Ağrı,Doğu Anadolu,2018,Buğday,141763,130877,21464.7,164.0,4.7,654.9,84,55.7,high,114.89,1.35,32,2.89,0,Düşük,0.923
Ağrı,Doğu Anadolu,2019,Buğday,16230,15080,2218.9,147.1,4.4,517.1,62,63.0,high,95.76,-0.07,32,-10.3,0,Düşük,0.929
Ağrı,Doğu Anadolu,2020,Buğday,189566,172423,30357.6,176.1,6.1,321.2,51,58.0,high,45.24,-2.1,32,19.71,0,Düşük,0.91
Ağrı,Doğu Anadolu,2021,Buğday,158627,156213,26269.1,168.2,6.1,661.9,75,62.0,high,93.23,1.43,32,-4.49,0,Düşük,0.985
Ağrı,Doğu Anadolu,2022,Buğday,103818,101141,19941.7,197.2,7.0,459.1,52,51.9,high,57.39,-0.67,32,17.24,0,Düşük,0.974
Ağrı,Doğu Anadolu,2023,Buğday,196112,194045,36027.8,185.7,5.9,523.5,74,65.3,high,75.87,-0.01,32,-5.83,0,Düşük,0.989
Ağrı,Doğu Anadolu,2024,Buğday,67167,61976,9286.8,149.8,5.5,540.8,66,62.0,high,83.2,0.17,32,-19.33,0,Düşük,0.923
Ağrı,Doğu Anadolu,2012,Mısır,34024,29745,17537.0,589.6,6.1,646.3,80,55.9,high,91.03,1.26,32,0.0,0,Düşük,0.874
Ağrı,Doğu Anadolu,2013,Mısır,88794,83277,44169.9,530.4,6.0,592.2,86,63.6,high,84.6,0.7,32,-10.04,0,Düşük,0.938
Ağrı,Doğu Anadolu,2014,Mısır,36449,31597,17907.5,566.7,5.8,481.4,73,65.3,high,70.79,-0.44,32,6.84,0,Düşük,0.867
Ağrı,Doğu Anadolu,2015,Mısır,40788,40108,22577.3,562.9,5.5,493.9,72,63.3,high,75.98,-0.31,32,-0.67,0,Düşük,0.983
Ağrı,Doğu Anadolu,2016,Mısır,5615,5253,2851.2,542.8,4.3,401.5,40,58.8,high,75.75,-1.27,32,-3.57,0,Düşük,0.936
Ağrı,Doğu Anadolu,2017,Mısır,137030,118401,69949.0,590.8,5.5,519.2,51,58.9,high,79.88,-0.05,32,8.84,0,Düşük,0.864
Ağrı,Doğu Anadolu,2018,Mısır,92087,85271,45276.1,531.0,4.7,654.9,84,55.7,high,114.89,1.35,32,-10.12,0,Düşük,0.926
Ağrı,Doğu Anadolu,2019,Mısır,81693,80093,40963.2,511.4,4.4,517.1,62,63.0,high,95.76,-0.07,32,-3.69,0,Düşük,0.98
Ağrı,Doğu Anadolu,2020,Mısır,157875,145840,75629.1,518.6,6.1,321.2,51,58.0,high,45.24,-2.1,32,1.41,0,Düşük,0.924
Ağrı,Doğu Anadolu,2021,Mısır,114885,110255,65061.4,590.1,6.1,661.9,75,62.0,high,93.23,1.43,32,13.79,0,Düşük,0.96
Ağrı,Doğu Anadolu,2022,Mısır,109649,106215,62680.8,590.1,7.0,459.1,52,51.9,high,57.39,-0.67,32,0.0,0,Düşük,0.969
Ağrı,Doğu Anadolu,2023,Mısır,126822,118683,71651.5,603.7,5.9,523.5,74,65.3,high,75.87,-0.01,32,2.3,0,Düşük,0.936
Ağrı,Doğu Anadolu,2024,Mısır,165886,153398,94770.7,617.8,5.5,540.8,66,62.0,high,83.2,0.17,32,2.34,0,Düşük,0.925
Balıkesir,Marmara,2012,Arpa,131324,122677,31402.4,256.0,14.7,577.8,87,66.9,low,36.8,-0.47,20,0.0,1,Yüksek,0.934
Balıkesir,Marmara,2013,Arpa,8890,8403,2190.7,260.7,13.9,579.6,64,65.7,low,38.9,-0.45,20,1.84,1,Yüksek,0.945
Balıkesir,Marmara,2014,Arpa,24457,22244,5871.2,263.9,14.6,533.8,65,61.9,low,34.22,-1.15,20,1.23,1,Yüksek,0.91
Balıkesir,Marmara,2015,Arpa,199776,177666,43651.2,245.7,15.0,605.2,72,64.7,low,37.83,-0.06,20,-6.9,1,Yüksek,0.889
Balıkesir,Marmara,2016,Arpa,118569,102367,25627.7,250.4,13.9,644.1,89,68.1,low,43.23,0.54,20,1.91,1,Yüksek,0.863
Balıkesir,Marmara,2017,Arpa,55015,51664,13325.6,257.9,12.8,684.6,93,62.2,low,49.61,1.15,20,3.0,1,Yüksek,0.939
Balıkesir,Marmara,2018,Arpa,30939,30164,7332.7,243.1,15.8,662.9,91,65.9,low,39.46,0.82,20,-5.74,1,Yüksek,0.975
Balıkesir,Marmara,2019,Arpa,18545,16639,4483.3,269.4,14.2,460.5,60,65.9,low,30.3,-2.26,20,10.82,1,Yüksek,0.897
Balıkesir,Marmara,2020,Arpa,162381,143526,38318.0,267.0,13.0,587.7,98,65.2,low,41.98,-0.32,20,-0.89,1,Yüksek,0.884
Balıkesir,Marmara,2021,Arpa,54811,49090,12526.7,255.2,15.7,713.2,89,62.4,low,42.71,1.59,20,-4.42,1,Yüksek,0.896
Balıkesir,Marmara,2022,Arpa,112512,103773,27598.6,266.0,15.1,575.8,63,63.8,low,35.76,-0.51,20,4.23,1,Yüksek,0.922
Balıkesir,Marmara,2023,Arpa,138272,117629,32537.5,276.6,15.3,631.7,89,64.1,low,38.75,0.35,20,3.98,1,Yüksek,0.851
Balıkesir,Marmara,2024,Arpa,112450,101371,26221.9,258.7,13.9,659.7,74,68.5,low,44.28,0.77,20,-6.47,1,Yüksek,0.901
Balıkesir,Marmara,2012,Ayçiçeği,135608,125229,22465.6,179.4,14.7,577.8,87,66.9,low,36.8,-0.47,20,0.0,1,Yüksek,0.923
Balıkesir,Marmara,2013,Ayçiçeği,179073,159848,29327.0,183.5,13.9,579.6,64,65.7,low,38.9,-0.45,20,2.29,1,Yüksek,0.893
Balıkesir,Marmara,2014,Ayçiçeği,42065,41024,7039.0,171.6,14.6,533.8,65,61.9,low,34.22,-1.15,20,-6.49,1,Yüksek,0.975
Balıkesir,Marmara,2015,Ayçiçeği,53984,53345,9937.9,186.3,15.0,605.2,72,64.7,low,37.83,-0.06,20,8.57,1,Yüksek,0.988
Balıkesir,Marmara,2016,Ayçiçeği,199407,177165,29212.3,164.9,13.9,644.1,89,68.1,low,43.23,0.54,20,-11.49,1,Yüksek,0.888
Balıkesir,Marmara,2017,Ayçiçeği,192116,177818,26386.9,148.4,12.8,684.6,93,62.2,low,49.61,1.15,20,-10.01,1,Yüksek,0.926
Balıkesir,Marmara,2018,Ayçiçeği,130117,112604,20772.4,184.5,15.8,662.9,91,65.9,low,39.46,0.82,20,24.33,1,Yüksek,0.865
Balıkesir,Marmara,2019,Ayçiçeği,56005,55223,10637.5,192.6,14.2,460.5,60,65.9,low,30.3,-2.26,20,4.39,1,Yüksek,0.986
Balıkesir,Marmara,2020,Ayçiçeği,173229,156164,29731.7,190.4,13.0,587.7,98,65.2,low,41.98,-0.32,20,-1.14,1,Yüksek,0.901
Balıkesir,Marmara,2021,Ayçiçeği,144752,137041,22803.7,166.4,15.7,713.2,89,62.4,low,42.71,1.59,20,-12.61,1,Yüksek,0.947
Balıkesir,Marmara,2022,Ayçiçeği,179088,159216,30789.1,193.4,15.1,575.8,63,63.8,low,35.76,-0.51,20,16.23,1,Yüksek,0.889
Balıkesir,Marmara,2023,Ayçiçeği,55108,48572,8168.1,168.2,15.3,631.7,89,64.1,low,38.75,0.35,20,-13.03,1,Yüksek,0.881
Balıkesir,Marmara,2024,Ayçiçeği,81213,79333,13294.5,167.6,13.9,659.7,74,68.5,low,44.28,0.77,20,-0.36,1,Yüksek,0.977
Balıkesir,Marmara,2012,Buğday,173266,158416,39941.9,252.1,14.7,577.8,87,66.9,low,36.8,-0.47,20,0.0,1,Yüksek,0.914
Balıkesir,Marmara,2013,Buğday,121216,103821,26855.3,258.7,13.9,579.6,64,65.7,low,38.9,-0.45,20,2.62,1,Yüksek,0.856
Balıkesir,Marmara,2014,Buğday,85077,76973,19421.7,252.3,14.6,533.8,65,61.9,low,34.22,-1.15,20,-2.47,1,Yüksek,0.905
Balıkesir,Marmara,2015,Buğday,14268,13299,3106.5,233.6,15.0,605.2,72,64.7,low,37.83,-0.06,20,-7.41,1,Yüksek,0.932
Balıkesir,Marmara,2016,Buğday,27662,26804,6462.1,241.1,13.9,644.1,89,68.1,low,43.23,0.54,20,3.21,1,Yüksek,0.969
Balıkesir,Marmara,2017,Buğday,28419,24585,5958.1,242.3,12.8,684.6,93,62.2,low,49.61,1.15,20,0.5,1,Yüksek,0.865
Balıkesir,Marmara,2018,Buğday,100259,88286,20979.7,237.6,15.8,662.9,91,65.9,low,39.46,0.82,20,-1.94,1,Yüksek,0.881
Balıkesir,Marmara,2019,Buğday,124101,109344,29101.9,266.1,14.2,460.5,60,65.9,low,30.3,-2.26,20,11.99,1,Yüksek,0.881
Balıkesir,Marmara,2020,Buğday,55859,50981,13054.3,256.1,13.0,587.7,98,65.2,low,41.98,-0.32,20,-3.76,1,Yüksek,0.913
Balıkesir,Marmara,2021,Buğday,56663,48487,11399.9,235.1,15.7,713.2,89,62.4,low,42.71,1.59,20,-8.2,1,Yüksek,0.856
Balıkesir,Marmara,2022,Buğday,51843,45336,11323.6,249.8,15.1,575.8,63,63.8,low,35.76,-0.51,20,6.25,1,Yüksek,0.874
Balıkesir,Marmara,2023,Buğday,131063,113265,29423.1,259.8,15.3,631.7,89,64.1,low,38.75,0.35,20,4.0,1,Yüksek,0.864
Balıkesir,Marmara,2024,Buğday,91416,81646,21417.4,262.3,13.9,659.7,74,68.5,low,44.28,0.77,20,0.96,1,Yüksek,0.893
Balıkesir,Marmara,2012,Mısır,189779,177563,157041.7,884.4,14.7,577.8,87,66.9,low,36.8,-0.47,20,0.0,1,Yüksek,0.936
Balıkesir,Marmara,2013,Mısır,13792,13587,12087.1,889.6,13.9,579.6,64,65.7,low,38.9,-0.45,20,0.59,1,Yüksek,0.985
Balıkesir,Marmara,2014,Mısır,14692,14482,13168.3,909.3,14.6,533.8,65,61.9,low,34.22,-1.15,20,2.21,1,Yüksek,0.986
Balıkesir,Marmara,2015,Mısır,56214,49082,42659.2,869.1,15.0,605.2,72,64.7,low,37.83,-0.06,20,-4.42,1,Yüksek,0.873
Balıkesir,Marmara,2016,Mısır,128684,122525,116527.2,951.0,13.9,644.1,89,68.1,low,43.23,0.54,20,9.42,1,Yüksek,0.952
Balıkesir,Marmara,2017,Mısır,154213,134089,118511.6,883.8,12.8,684.6,93,62.2,low,49.61,1.15,20,-7.07,1,Yüksek,0.87
Balıkesir,Marmara,2018,Mısır,151779,136583,130865.4,958.1,15.8,662.9,91,65.9,low,39.46,0.82,20,8.41,1,Yüksek,0.9
Balıkesir,Marmara,2019,Mısır,73840,66938,58531.5,874.4,14.2,460.5,60,65.9,low,30.3,-2.26,20,-8.74,1,Yüksek,0.907
Balıkesir,Marmara,2020,Mısır,123906,109520,102754.8,938.2,13.0,587.7,98,65.2,low,41.98,-0.32,20,7.3,1,Yüksek,0.884
Balıkesir,Marmara,2021,Mısır,147483,138681,128079.8,923.6,15.7,713.2,89,62.4,low,42.71,1.59,20,-1.56,1,Yüksek,0.94
Balıkesir,Marmara,2022,Mısır,34855,32716,29810.3,911.2,15.1,575.8,63,63.8,low,35.76,-0.51,20,-1.34,1,Yüksek,0.939
